candidate	cluster_center	min_distance	max_distance	candi_distance	cos	synscore
regent	residence	0.0	1.3297802	1.1271641	0.39245805	0.5205102
residence	residence	0.0	1.3297802	0.0	0.7469412	0.1700282
abode	residence	0.0	1.3297802	1.1038018	0.27855793	0.21561064
resident	residence	0.0	1.3297802	1.0899823	0.29706267	0.0011731376
barton	residence	0.0	1.3297802	1.1401612	0.2833605	0.24638155
lodgings	residence	0.0	1.3297802	1.0798318	0.33620465	0.47623548
paris	residence	0.0	1.3297802	1.1407444	0.3355963	0.24638155
london	residence	0.0	1.3297802	1.0692716	0.42051214	0.07490042
precincts	residence	0.0	1.3297802	1.1273758	0.40840164	0.24638155
residence	resident	0.0	1.3105808	1.0899823	0.39234358	8.132446e-05
edinburgh	resident	0.0	1.3105808	1.1149441	0.2603169	4.3460244e-05
resident	resident	0.0	1.3105808	0.0	0.75537705	1.4997173e-05
angeles	resident	0.0	1.3105808	1.1247237	0.28323507	0.0013411324
connecticut	resident	0.0	1.3105808	1.1251601	0.28959432	0.0002308615
los	resident	0.0	1.3105808	1.124112	0.24989332	0.0013411324
commissioners	resident	0.0	1.3105808	1.1207833	0.3030416	0.0013411324
ambassador	resident	0.0	1.3105808	1.1365612	0.27206072	3.7241076e-05
hampshire	resident	0.0	1.3105808	1.1273619	0.2651615	1.5622696e-05
district	resident	0.0	1.3105808	1.1031654	0.28731096	0.003388891
imperious	resignation	0.0	1.1754521	1.1650845	0.32491708	0.004409312
pious	resignation	0.0	1.1754521	1.1747596	0.23168083	0.004409312
submission	resignation	0.0	1.1754521	1.1654966	0.35901108	2.3926797e-05
resigned	resignation	0.0	1.1754521	1.1509964	0.31839612	0.004409312
acceptance	resignation	0.0	1.1754521	1.157059	0.2925523	0.41975865
haughty	resignation	0.0	1.1754521	1.1424031	0.28990462	0.004409312
resignation	resignation	0.0	1.1754521	0.0	0.80906	0.01244125
gesture	resignation	0.0	1.1754521	1.1316231	0.3867807	0.0006818238
despair	resignation	0.0	1.1754521	1.1399231	0.32787994	9.692442e-05
anguish	resignation	0.0	1.1754521	1.16457	0.25376925	0.037855625
effort	resistance	0.0	0.0	1.1643895	0.32209858	0.9383117
desperate	resistance	0.0	0.0	1.1662352	0.3199477	5.2915908e-05
made	resistance	0.0	0.0	1.1754087	0.30920717	0.0018730601
opposition	resistance	0.0	0.0	1.1611195	0.32590076	0.0026066108
resistance	resistance	0.0	0.0	0.0	1.0	0.25030056
attempt	resistance	0.0	0.0	1.1339817	0.35704276	0.4509246
yielding	resistance	0.0	0.0	1.1703602	0.31512848	0.21796228
efforts	resistance	0.0	0.0	1.129246	0.36240175	0.0018730601
futility	resistance	0.0	0.0	1.1748354	0.30988088	0.0018730601
obstacle	resistance	0.0	0.0	1.1665992	0.31952313	0.0024761893
energy	resolution	0.0	1.388484	1.1303371	0.29303035	0.99601585
resolved	resolution	0.0	1.388484	1.1270803	0.25723633	0.46738952
resolution	resolution	0.0	1.388484	0.0	0.6292453	0.8481344
dissuade	resolution	0.0	1.388484	1.1263589	0.32477024	0.46738952
oppose	resolution	0.0	1.388484	1.1307752	0.32335356	0.46738952
determined	resolution	0.0	1.388484	1.1426924	0.3404727	0.46738952
resolve	resolution	0.0	1.388484	1.0827744	0.3685618	0.99976903
conviction	resolution	0.0	1.388484	1.1266038	0.45084602	0.99354506
determination	resolution	0.0	1.388484	1.0832515	0.43522796	0.6558807
frequent	resort	0.0	1.3120053	1.1697787	0.22136162	0.99999094
cases	resort	0.0	1.3120053	1.2009337	0.18852644	0.99999094
concealment	resort	0.0	1.3120053	1.1916105	0.30562735	0.99999666
resort	resort	0.0	1.3120053	0.0	0.7191932	1.0
usually	resort	0.0	1.3120053	1.1877922	0.2383748	0.99999094
compelled	resort	0.0	1.3120053	1.1981391	0.29300633	0.99999094
custom	resort	0.0	1.3120053	1.2003028	0.24806236	0.9999924
methods	resort	0.0	1.3120053	1.1970206	0.24686593	0.99999094
measures	resort	0.0	1.3120053	1.1892378	0.30826166	0.99999094
endeavours	resource	0.0	1.3534094	1.1582559	0.28230426	0.0014766599
dependence	resource	0.0	1.3534094	1.1769327	0.29382136	0.0016561836
appropriate	resource	0.0	1.3534094	1.1825233	0.26140437	0.0014766599
generosity	resource	0.0	1.3534094	1.1846608	0.34680793	0.050759986
tokens	resource	0.0	1.3534094	1.1845922	0.23882124	0.0014766599
arising	resource	0.0	1.3534094	1.1758314	0.19983211	0.0014766599
rational	resource	0.0	1.3534094	1.183314	0.34972385	8.189838e-05
voluntary	resource	0.0	1.3534094	1.178348	0.30833384	0.0011117063
resource	resource	0.0	1.3534094	0.0	0.7362546	5.813921e-05
indulging	resource	0.0	1.3534094	1.1494772	0.35173985	0.004294302
admiration	respect	0.0	0.0	1.0904034	0.4055101	0.9830971
esteem	respect	0.0	0.0	0.9937034	0.5062767	0.79704857
deference	respect	0.0	0.0	1.0296124	0.46994916	0.9958989
regard	respect	0.0	0.0	1.0417248	0.45740464	0.9999856
affection	respect	0.0	0.0	0.9701338	0.52942026	0.99990535
respect	respect	0.0	0.0	0.0	1.0	0.99744
confidence	respect	0.0	0.0	1.0737588	0.42352092	0.9999124
dignity	respect	0.0	0.0	1.0915087	0.40430436	0.99998987
reverence	respect	0.0	0.0	1.0352578	0.46412072	0.9998565
gratitude	respect	0.0	0.0	1.0712786	0.4261811	0.00018621085
respectability	respectability	0.0	0.0	0.0	1.0	0.29165244
affectation	respectability	0.0	0.0	1.1463948	0.34288934	0.18342638
deportment	respectability	0.0	0.0	1.1403192	0.34983602	0.9995252
reliance	respectability	0.0	0.0	1.1441084	0.34550798	0.86852205
refinement	respectability	0.0	0.0	1.1384488	0.3519671	0.9999659
dignity	respectability	0.0	0.0	1.1434058	0.3463116	0.99992883
decorum	respectability	0.0	0.0	1.1382594	0.35218284	0.041428544
piety	respectability	0.0	0.0	1.1083521	0.38577792	0.013946711
status	respectability	0.0	0.0	1.1114347	0.38235644	2.2133756e-05
moral	respectability	0.0	0.0	1.1261258	0.36592036	0.9936604
momentary	respite	0.0	1.2523683	1.1403888	0.42110902	0.37652713
respite	respite	0.0	1.2523683	0.0	0.7796752	0.62690735
release	respite	0.0	1.2523683	1.1512277	0.3260083	0.99523515
indulgence	respite	0.0	1.2523683	1.1569495	0.2618266	0.8514286
suffering	respite	0.0	1.2523683	1.150001	0.36642095	0.88589984
moments	respite	0.0	1.2523683	1.129338	0.34480947	0.37652713
fruitless	respite	0.0	1.2523683	1.1622639	0.32597974	0.37652713
pangs	respite	0.0	1.2523683	1.1066062	0.33033404	0.37652713
advantage	respite	0.0	1.2523683	1.1586369	0.3230907	0.018941065
renewal	respite	0.0	1.2523683	1.1576494	0.24579582	0.45356575
reply	response	0.0	0.0	1.0480248	0.450822	0.011307115
response	response	0.0	0.0	0.0	1.0	1.0222454e-05
emphatic	response	0.0	0.0	1.1366295	0.35403678	0.00091081555
summons	response	0.0	0.0	1.1652608	0.32108366	4.8032893e-05
affirmative	response	0.0	0.0	1.1449722	0.3445193	1.5112275e-05
greeting	response	0.0	0.0	1.105342	0.38910955	0.00019268352
remonstrance	response	0.0	0.0	1.1687121	0.3170559	0.9981102
responded	response	0.0	0.0	1.1632689	0.32340264	0.00091081555
respond	response	0.0	0.0	1.1346614	0.35627168	0.00091081555
answer	response	0.0	0.0	1.0456482	0.45330995	0.61184067
responsible	responsibility	0.0	1.2183533	1.1438084	0.31736597	0.02142311
share	responsibility	0.0	1.2183533	1.15039	0.2792317	0.27200714
responsibilities	responsibility	0.0	1.2183533	1.1501458	0.34683394	0.02142311
weight	responsibility	0.0	1.2183533	1.1215116	0.22023265	0.5650216
burden	responsibility	0.0	1.2183533	1.0100012	0.36286184	0.78975123
accept	responsibility	0.0	1.2183533	1.1361039	0.39236352	0.02142311
responsibility	responsibility	0.0	1.2183533	0.0	0.7930347	0.9995241
blame	responsibility	0.0	1.2183533	1.13551	0.26482973	0.9935137
consequences	responsibility	0.0	1.2183533	1.1245826	0.33881706	0.02142311
guilt	responsibility	0.0	1.2183533	1.1147633	0.31426755	1.0650848e-05
entire	rest	0.0	1.4015119	1.203301	0.28390312	0.07808942
portion	rest	0.0	1.4015119	1.1885232	0.28802183	0.9999926
rest	rest	0.0	1.4015119	0.0	0.6139284	0.99995947
spent	rest	0.0	1.4015119	1.1979456	0.31115776	0.12449212
better	rest	0.0	1.4015119	1.1947184	0.11198426	0.99952877
devote	rest	0.0	1.4015119	1.1747044	0.28632617	0.12449212
peace	rest	0.0	1.4015119	1.1630572	0.36082357	0.99974746
whole	rest	0.0	1.4015119	1.0691286	0.34313405	0.020261206
spend	rest	0.0	1.4015119	1.1401144	0.3417757	0.12449212
waitress	restaurant	0.0	0.0	1.0642568	0.43367875	0.00040256983
terrace	restaurant	0.0	0.0	1.0814145	0.4152714	0.002395011
shop	restaurant	0.0	0.0	1.1027079	0.39201766	0.002849316
dinner	restaurant	0.0	0.0	1.0749586	0.42223206	0.0039806757
cafe	restaurant	0.0	0.0	0.8930612	0.6012208	0.0009994069
grocery	restaurant	0.0	0.0	1.098792	0.3963281	5.579416e-05
hotel	restaurant	0.0	0.0	0.9245647	0.57259005	8.7615954e-05
lunch	restaurant	0.0	0.0	1.0832294	0.413307	0.028069299
restaurant	restaurant	0.0	0.0	0.0	1.0	0.91212726
dining	restaurant	0.0	0.0	1.0266432	0.473002	0.00011288684
awkwardness	restlessness	0.0	1.0	1.1208824	0.37181145	0.9999901
misgiving	restlessness	0.0	1.0	1.1089813	0.3850803	0.99999976
uncertainty	restlessness	0.0	1.0	1.1292325	0.36241692	0.9999893
abated	restlessness	0.0	1.0	1.1159775	0.37729707	0.9998838
abundant	restlessness	0.0	1.0	1.1197846	0.37304124	0.9998838
latent	restlessness	0.0	1.0	1.1090875	0.38496247	0.9998838
restlessness	restlessness	0.0	1.0	0.0	1.0	0.99999917
agitation	restlessness	0.0	1.0	1.1065677	0.38775387	0.99993455
weakened	restlessness	0.0	1.0	1.1096692	0.38431716	0.9998838
stimulated	restlessness	0.0	1.0	1.1282821	0.36348978	0.9998838
frederick	restoration	0.0	1.2871853	1.130194	0.25353244	0.00013044475
speedy	restoration	0.0	1.2871853	1.1101259	0.42839023	0.011739659
fulfilment	restoration	0.0	1.2871853	1.1589416	0.32613087	0.00024210238
restoration	restoration	0.0	1.2871853	0.0	0.7653681	0.9913557
recovery	restoration	0.0	1.2871853	1.1311928	0.35339105	0.24068512
grail	restoration	0.0	1.2871853	1.1437261	0.30852652	1.1588851e-05
successor	restoration	0.0	1.2871853	1.1494969	0.36615828	1.3903796e-05
66	restoration	0.0	1.2871853	1.1142782	0.25915015	0.011739659
fulfil	restoration	0.0	1.2871853	1.1567152	0.42792484	0.011739659
completion	restoration	0.0	1.2871853	1.1409163	0.36069456	0.9290556
discipline	restraint	0.0	1.3384315	1.1571867	0.27287346	9.910324e-06
affectation	restraint	0.0	1.3384315	1.1612624	0.47154588	0.00011421621
reproaches	restraint	0.0	1.3384315	1.152633	0.36476	0.00027096854
exertion	restraint	0.0	1.3384315	1.1172239	0.35652775	9.390215e-05
banish	restraint	0.0	1.3384315	1.1429002	0.36105335	0.00027096854
carelessness	restraint	0.0	1.3384315	1.1459883	0.37648556	0.0008692266
constraint	restraint	0.0	1.3384315	1.1157781	0.4138061	7.2289854e-06
caution	restraint	0.0	1.3384315	1.1455303	0.35072103	0.00011742629
reserve	restraint	0.0	1.3384315	1.1536793	0.32606485	0.000874776
restraint	restraint	0.0	1.3384315	0.0	0.7430681	4.2884108e-06
basis	result	0.0	1.324498	1.109304	0.30539954	0.1208464
resulted	result	0.0	1.324498	1.1185637	0.4344088	0.5285746
experiment	result	0.0	1.324498	1.0754533	0.4221864	0.10472579
result	result	0.0	1.324498	0.0	0.70795757	0.9999851
causes	result	0.0	1.324498	1.121894	0.36577788	0.5285746
disastrous	result	0.0	1.324498	1.088516	0.4490504	0.5285746
results	result	0.0	1.324498	0.9227152	0.51108253	0.5285746
israel	resurrection	0.0	0.0	1.1927031	0.2887296	2.0322711e-06
deity	resurrection	0.0	0.0	1.1705636	0.31489038	0.0064000664
resurrection	resurrection	0.0	0.0	0.0	1.0000001	1.8058363e-05
flesh	resurrection	0.0	0.0	1.1875712	0.29483747	0.979532
saviour	resurrection	0.0	0.0	1.1163417	0.37689075	0.7577214
christ	resurrection	0.0	0.0	1.117271	0.37585285	0.0020720735
saith	resurrection	0.0	0.0	1.1658068	0.3204474	0.0020720735
salvation	resurrection	0.0	0.0	1.1767286	0.30765498	2.340876e-05
holy	resurrection	0.0	0.0	1.1582502	0.32922822	0.0015097355
jesus	resurrection	0.0	0.0	1.1399928	0.3502081	0.0020720735
retire	retirement	0.0	1.2799336	1.1823603	0.33376545	0.99977785
solitude	retirement	0.0	1.2799336	1.1450264	0.36345088	0.99999785
loneliness	retirement	0.0	1.2799336	1.184425	0.24969977	0.999998
obscurity	retirement	0.0	1.2799336	1.1889797	0.25732765	0.99935406
resulted	retirement	0.0	1.2799336	1.1785213	0.28806964	0.99977785
temporary	retirement	0.0	1.2799336	1.1847934	0.32215285	0.9999933
seclusion	retirement	0.0	1.2799336	1.0811697	0.38382024	0.99997985
retired	retirement	0.0	1.2799336	1.1850451	0.31936198	0.99977785
retirement	retirement	0.0	1.2799336	0.0	0.7684025	0.99999905
locality	retirement	0.0	1.2799336	1.1833613	0.259573	0.9999975
commence	retreat	0.0	0.0	1.1927972	0.2886175	0.0008150782
withdraw	retreat	0.0	0.0	1.1720552	0.31314337	0.0008150782
speedy	retreat	0.0	0.0	1.1704886	0.31497815	0.0008150782
enemy	retreat	0.0	0.0	1.1844366	0.29855502	0.00010076123
retreat	retreat	0.0	0.0	0.0	1.0	5.7774387e-06
rout	retreat	0.0	0.0	1.189143	0.29296955	0.00072479603
dismayed	retreat	0.0	0.0	1.1954889	0.28540307	0.0008150782
outlet	retreat	0.0	0.0	1.1908808	0.29090148	9.16991e-05
advance	retreat	0.0	0.0	1.177977	0.30618522	0.99874556
shelter	retreat	0.0	0.0	1.1955441	0.28533718	1.0085987e-06
berkeley	return	0.0	1.2871853	1.1145251	0.33271274	0.008700985
returning	return	0.0	1.2871853	1.0439947	0.44676116	0.77979004
accompany	return	0.0	1.2871853	1.1355468	0.27878535	0.77979004
stanford	return	0.0	1.2871853	1.1374531	0.2745388	0.05438392
promised	return	0.0	1.2871853	1.1198226	0.31857345	0.77979004
returned	return	0.0	1.2871853	1.0988533	0.3310541	0.77979004
morrow	return	0.0	1.2871853	1.1385566	0.31776384	0.0002874934
return	return	0.0	1.2871853	0.0	0.7653683	0.9999658
visit	return	0.0	1.2871853	1.0961044	0.3435205	0.9991559
home	return	0.0	1.2871853	1.123906	0.31335765	0.99999666
partook	revelation	0.0	1.1933529	1.1813139	0.38623485	0.9995648
suddenness	revelation	0.0	1.1933529	1.1782641	0.3812446	0.9984084
nature	revelation	0.0	1.1933529	1.1728135	0.37022668	0.00016647014
terrifying	revelation	0.0	1.1933529	1.1861748	0.38834536	0.9995648
reaction	revelation	0.0	1.1933529	1.186699	0.30915573	0.99872726
divine	revelation	0.0	1.1933529	1.1860003	0.30463287	0.9999989
revelation	revelation	0.0	1.1933529	0.0	0.80248195	0.9999993
perception	revelation	0.0	1.1933529	1.1841238	0.38816434	0.02537478
halo	revelation	0.0	1.1933529	1.1874193	0.24365231	0.9999994
momentarily	revelation	0.0	1.1933529	1.175078	0.3995462	0.9995648
seek	revenge	0.0	1.0	1.1728461	0.31221607	0.874566
vengeance	revenge	0.0	1.0	1.0575722	0.44077045	0.99998474
revenge	revenge	0.0	1.0	0.0	1.0	0.99999785
craving	revenge	0.0	1.0	1.1686598	0.31711715	0.9998753
torture	revenge	0.0	1.0	1.1788039	0.3052106	0.9999558
livelihood	revenge	0.0	1.0	1.1759154	0.3086115	0.99999976
abhorrence	revenge	0.0	1.0	1.1648061	0.3216134	0.9999976
boldness	revenge	0.0	1.0	1.1715105	0.31378156	0.9988053
hatred	revenge	0.0	1.0	1.1020534	0.39273924	0.99999917
desire	revenge	0.0	1.0	1.173336	0.31164137	0.99507385
worship	reverence	0.0	1.3102721	1.1582108	0.26776507	0.00016654968
esteem	reverence	0.0	1.3102721	1.1633527	0.2923239	0.0012987346
dignity	reverence	0.0	1.3102721	1.170301	0.19673929	0.5960082
respect	reverence	0.0	1.3102721	1.0352578	0.4272874	0.0039816154
reverence	reverence	0.0	1.3102721	0.0	0.7011207	0.9984493
devout	reverence	0.0	1.3102721	1.1333282	0.28545284	0.004719917
adore	reverence	0.0	1.3102721	1.1581913	0.2635524	0.004719917
homage	reverence	0.0	1.3102721	1.178951	0.2322326	0.011306161
kindness	reverence	0.0	1.3102721	1.1692371	0.21418679	0.0009184539
rector	reverend	0.0	1.2559705	1.1381539	0.45767847	0.9996099
colleague	reverend	0.0	1.2559705	1.1472814	0.3759602	0.6994911
barton	reverend	0.0	1.2559705	1.150418	0.34544283	0.5301294
presided	reverend	0.0	1.2559705	1.158499	0.3244821	0.5301294
bute	reverend	0.0	1.2559705	1.1510863	0.3007972	0.5301294
pastor	reverend	0.0	1.2559705	1.1142282	0.47143486	0.9999428
dimmesdale	reverend	0.0	1.2559705	1.1039795	0.4614203	0.5301294
horace	reverend	0.0	1.2559705	1.1518096	0.32964557	0.08648959
reverend	reverend	0.0	1.2559705	0.0	0.7782253	0.5612769
venerable	reverend	0.0	1.2559705	1.1508439	0.38250908	0.5301294
slumber	reverie	0.0	1.0	1.1559023	0.33194494	0.999998
aroused	reverie	0.0	1.0	1.1390148	0.35132253	0.91073745
musing	reverie	0.0	1.0	1.1546525	0.3333888	0.99999917
reverie	reverie	0.0	1.0	0.0	0.99999994	0.9999845
rousing	reverie	0.0	1.0	1.1174951	0.37560242	0.9999963
profound	reverie	0.0	1.0	1.1641651	0.3223598	0.91073745
immersed	reverie	0.0	1.0	1.1648303	0.32158518	0.91073745
meditations	reverie	0.0	1.0	1.1410706	0.34897903	0.91073745
relapsed	reverie	0.0	1.0	1.1620109	0.32486525	0.91073745
roused	reverie	0.0	1.0	1.0855075	0.41083673	0.91073745
yorker	review	0.0	1.0	1.0085744	0.4913889	0.9999733
magazine	review	0.0	1.0	1.0802053	0.4165783	0.9999794
edinburgh	review	0.0	1.0	1.1120566	0.3816651	0.9998932
historical	review	0.0	1.0	1.0799823	0.41681913	0.9999733
houghton	review	0.0	1.0	1.1134902	0.38006973	0.9999536
tribune	review	0.0	1.0	1.0782336	0.41870615	0.9726371
york	review	0.0	1.0	1.1001219	0.394866	0.999967
review	review	0.0	1.0	0.0	1.0	0.9999999
vol	review	0.0	1.0	1.0769997	0.4200359	0.9999733
quarterly	review	0.0	1.0	0.9907362	0.50922096	0.9999566
except	reviewer	0.0	0.99999994	1.1284989	0.3632451	0.0013799821
reprinted	reviewer	0.0	0.99999994	1.1239461	0.3683726	0.0013799821
publisher	reviewer	0.0	0.99999994	1.0986149	0.39652267	8.405654e-07
permission	reviewer	0.0	0.99999994	1.1375804	0.35295546	0.0004095653
reviewer	reviewer	0.0	0.99999994	0.0	0.99999994	0.2793093
brief	reviewer	0.0	0.99999994	1.0786073	0.41830313	3.9886554e-06
wishes	reviewer	0.0	0.99999994	1.095292	0.40016764	0.0013799821
quote	reviewer	0.0	0.99999994	0.9474661	0.55115396	0.5544313
publishers	reviewer	0.0	0.99999994	1.1407404	0.3493556	0.0013799821
tyranny	revolt	0.0	1.1807346	1.1194898	0.4251683	0.99995685
frenzy	revolt	0.0	1.1807346	1.126343	0.35765252	0.9999974
warfare	revolt	0.0	1.1807346	1.1328784	0.41985348	0.4586697
mutiny	revolt	0.0	1.1807346	1.1429204	0.44587603	0.0026459063
cowardice	revolt	0.0	1.1807346	1.1553768	0.36093843	0.9997898
revolt	revolt	0.0	1.1807346	0.0	0.8071348	0.9999944
persecution	revolt	0.0	1.1807346	1.1404688	0.3698824	0.045363616
resentment	revolt	0.0	1.1807346	1.14899	0.31769428	0.9997937
unutterable	revolt	0.0	1.1807346	1.1616069	0.26902702	0.989659
conspiracy	revolt	0.0	1.1807346	1.1551706	0.36163548	0.0018342127
myth	revolution	0.0	1.0	1.1477675	0.34131482	5.7192392e-05
political	revolution	0.0	1.0	1.1395938	0.35066304	0.04019685
civil	revolution	0.0	1.0	1.1417692	0.34818158	0.04019685
revolutionary	revolution	0.0	1.0	1.0732923	0.4240219	0.9999989
cycle	revolution	0.0	1.0	1.1212447	0.37140527	0.9999789
war	revolution	0.0	1.0	1.0492724	0.44951376	3.876191e-05
development	revolution	0.0	1.0	1.1483179	0.340683	0.99965966
outbreak	revolution	0.0	1.0	1.1120456	0.38167736	0.99974555
wars	revolution	0.0	1.0	1.1195118	0.37334666	0.04019685
revolution	revolution	0.0	1.0	0.0	1.0	0.99995935
pistol	revolver	0.0	0.0	0.83680254	0.6498808	0.9695173
hip	revolver	0.0	0.0	1.0505911	0.4481291	0.86735594
automatic	revolver	0.0	0.0	1.0489416	0.44986075	0.831502
revolver	revolver	0.0	0.0	0.0	1.0	0.75527436
musket	revolver	0.0	0.0	1.0540397	0.4445002	0.7466525
pocket	revolver	0.0	0.0	1.0671672	0.4305771	0.9456851
gun	revolver	0.0	0.0	0.8982322	0.59658945	0.9994815
holster	revolver	0.0	0.0	0.9715675	0.52802825	0.0005153592
fired	revolver	0.0	0.0	1.0502979	0.44843712	0.831502
rifle	revolver	0.0	0.0	0.9999144	0.5000856	0.5737847
published	revue	0.0	1.1990558	0.98467565	0.5315384	0.0019449596
editions	revue	0.0	1.1990558	0.9004522	0.55425674	0.0019449596
la	revue	0.0	1.1990558	0.9494335	0.39473304	0.036173202
notre	revue	0.0	1.1990558	0.97937113	0.38488498	0.0019449596
et	revue	0.0	1.1990558	0.9507358	0.39174378	0.0019449596
les	revue	0.0	1.1990558	0.8662253	0.4819472	0.0019449596
gazette	revue	0.0	1.1990558	0.93740934	0.57499796	9.504683e-05
des	revue	0.0	1.1990558	0.8556397	0.42779353	0.00010104906
de	revue	0.0	1.1990558	0.9723046	0.3276946	0.0019449596
revue	revue	0.0	1.1990558	0.0	0.80035394	8.051018e-05
reward	reward	0.0	0.0	0.0	1.0	0.01707897
compensation	reward	0.0	0.0	1.1471916	0.3419757	0.105992176
repay	reward	0.0	0.0	1.146552	0.3427093	0.014284089
punishment	reward	0.0	0.0	1.1533334	0.33491105	0.17986897
investment	reward	0.0	0.0	1.1332484	0.3578741	0.17269632
offering	reward	0.0	0.0	1.1118432	0.38190237	0.001325251
profit	reward	0.0	0.0	1.1255683	0.36654794	0.9110296
offered	reward	0.0	0.0	1.1234702	0.36890733	0.014284089
rewarded	reward	0.0	0.0	1.1270463	0.3648832	0.014284089
services	reward	0.0	0.0	1.1069537	0.38732663	3.8253806e-05
tune	rhythm	0.0	0.0	1.140483	0.3496492	0.8919806
drums	rhythm	0.0	0.0	1.1153744	0.37796992	0.020195581
regularity	rhythm	0.0	0.0	1.1390103	0.35132772	0.0036869857
accompaniment	rhythm	0.0	0.0	1.1479726	0.3410795	0.8721038
slow	rhythm	0.0	0.0	1.1417009	0.3482597	0.020195581
swaying	rhythm	0.0	0.0	1.1505284	0.33814225	0.020195581
rhythm	rhythm	0.0	0.0	0.0	1.0	0.71310824
music	rhythm	0.0	0.0	1.0994428	0.39561266	2.5212069e-06
song	rhythm	0.0	0.0	1.1186533	0.3743074	0.12560599
sound	rhythm	0.0	0.0	1.1291045	0.36256152	0.0070246025
ribbon	ribbon	0.0	1.2191782	0.0	0.7927176	0.9985738
tied	ribbon	0.0	1.2191782	1.083364	0.32169443	0.7015712
satin	ribbon	0.0	1.2191782	1.0454082	0.4287556	0.00044289365
silk	ribbon	0.0	1.2191782	1.0514714	0.35405546	4.7610672e-05
turban	ribbon	0.0	1.2191782	1.056039	0.3735603	0.99996936
lace	ribbon	0.0	1.2191782	1.0740074	0.37578627	0.97270525
pink	ribbon	0.0	1.2191782	1.0814047	0.34123945	0.00056540745
scarf	ribbon	0.0	1.2191782	1.0143127	0.40674782	0.99250716
velvet	ribbon	0.0	1.2191782	1.073516	0.36583754	0.33802918
cravat	ribbon	0.0	1.2191782	1.0824147	0.3943117	0.003999182
flour	rice	0.0	0.0	1.037588	0.46170557	8.41886e-05
cabbage	rice	0.0	0.0	1.0613507	0.43676728	0.1570742
roast	rice	0.0	0.0	1.065581	0.43226865	4.869301e-06
rice	rice	0.0	0.0	0.0	1.0	6.4724486e-06
cakes	rice	0.0	0.0	1.0661931	0.43161613	0.0006194991
stew	rice	0.0	0.0	1.0767363	0.42031944	0.00016642951
potato	rice	0.0	0.0	1.0533345	0.44524327	0.0002630587
grains	rice	0.0	0.0	1.0195558	0.48025298	0.0006194991
salad	rice	0.0	0.0	1.0172871	0.48256353	3.9639344e-06
beans	rice	0.0	0.0	1.0467141	0.4521948	0.0006194991
virtues	riches	0.0	0.0	1.162873	0.3238632	0.99472445
wealth	riches	0.0	0.0	1.1085212	0.38559034	0.22508393
infinite	riches	0.0	0.0	1.1645343	0.32192993	0.99998105
kingdom	riches	0.0	0.0	1.1285224	0.3632185	0.8734212
plunder	riches	0.0	0.0	1.1304244	0.3610703	0.9999993
abhorrence	riches	0.0	0.0	1.1487914	0.34013906	0.99999714
nobility	riches	0.0	0.0	1.152626	0.33572656	0.9726695
riches	riches	0.0	0.0	0.0	0.99999994	0.9999987
treasures	riches	0.0	0.0	1.1281031	0.3636917	0.99472445
inherit	riches	0.0	0.0	1.163101	0.3235981	0.99472445
solved	riddle	0.0	1.0	1.19464	0.28641757	0.7389754
puzzle	riddle	0.0	1.0	1.171326	0.31399763	0.98217666
riddle	riddle	0.0	1.0	0.0	0.99999994	0.9999434
existence	riddle	0.0	1.0	1.202564	0.27691993	0.9999993
solve	riddle	0.0	1.0	1.1355865	0.35522157	0.7389754
disclosure	riddle	0.0	1.0	1.2084905	0.26977536	0.9998814
stupidity	riddle	0.0	1.0	1.1868694	0.29567057	0.9869251
solution	riddle	0.0	1.0	1.1851271	0.29773682	0.88286257
universe	riddle	0.0	1.0	1.2095655	0.2684756	0.9999938
answer	riddle	0.0	1.0	1.1982279	0.282125	0.99944276
45	rider	0.0	1.377528	1.1425079	0.18106672	0.004152971
galloping	rider	0.0	1.377528	1.1456171	0.34703332	0.004152971
rein	rider	0.0	1.377528	1.1640289	0.34285986	4.52628e-05
reined	rider	0.0	1.377528	1.0800058	0.39360693	0.004152971
saddle	rider	0.0	1.377528	1.1439208	0.2826042	3.631901e-05
horse	rider	0.0	1.377528	1.131801	0.34808892	0.00018986508
galloped	rider	0.0	1.377528	1.1596445	0.24243812	0.004152971
shafts	rider	0.0	1.377528	1.1416609	0.27801573	0.004152971
spurred	rider	0.0	1.377528	1.1256201	0.30758357	0.004152971
rider	rider	0.0	1.377528	0.0	0.72498566	0.011059975
hills	ridge	0.0	0.0	1.0046728	0.49531636	0.00055216625
plateau	ridge	0.0	0.0	1.0549781	0.44351053	0.030764272
wooded	ridge	0.0	0.0	0.99325776	0.5067195	0.00055216625
knoll	ridge	0.0	0.0	1.0142905	0.48560742	0.009552336
summit	ridge	0.0	0.0	0.9952171	0.5047715	0.71906704
mountain	ridge	0.0	0.0	0.9607185	0.53851	0.6976328
ridge	ridge	0.0	0.0	0.0	1.0	0.0025520008
crest	ridge	0.0	0.0	1.027331	0.4722955	0.34656692
hill	ridge	0.0	0.0	0.98300934	0.51684636	0.012543419
mountains	ridge	0.0	0.0	1.0283471	0.47125113	0.00055216625
ridicule	ridicule	0.0	1.0	0.0	1.0	0.99999964
scorn	ridicule	0.0	1.0	1.086796	0.4094372	0.9999995
appeal	ridicule	0.0	1.0	1.1634591	0.3231814	0.9999994
censure	ridicule	0.0	1.0	1.0957323	0.39968535	0.999974
downright	ridicule	0.0	1.0	1.1428294	0.34697053	0.99996126
